,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
217,"RT @nofundis_wien: Kommt alle um 13:30 zum Stephansplatz!
Ab 13:00 gibt es auch eine angemeldete feministische Gegenkundgebung auf der Kärn…","                 :                    !
     :                                                                        ä  …",0.0,0.0,neutral,0.0,0.0,0.0,0.0
219,"Kommt alle um 13:30 zum Stephansplatz!
Ab 13:00 gibt es auch eine angemeldete feministische Gegenkundgebung auf der… https://t.co/8FUudgUUuw","                :                    !
     :                                                                      …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
221,"RT @oeh_uniwien: 🏳️‍🌈 ALERTA QUEER FEMINISTA! 🏳️‍🌈
🔥""Marsch für die Familie"" die Hölle heiß machen!🔥
📢 Samstag, 11. Juni 2022 
Treffpunkt 1…"," 🏳️‍🌈                       ! 🏳️‍🌈
🔥""        ü             ""      ö       ß       !🔥
📢        ,   .           
            …",0.0,0.0,neutral,0.0,1.0,0.0,0.0
226,"Abtreibungsgegner:innen die Hölle heiß machen!

Am 11.6. marschieren christlich- fundamentalistische Abtreibungsgeg… https://t.co/N5vpK8FO1l","                 :           ö       ß       !

     . .                       -                                   …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
227,@flokrae Wir könnten aber auch 4 Autospuren von der Oper zum Stephansplatz machen?,       ö                                                                  ?,0.0,0.0,neutral,0.0,0.0,0.0,0.0
228,RT @vgt_at: GESUCHT werden 100 Personen für eine große Tierversuchs-Aktion in Wien❗️🐭🐁 👉🏽 Am 30. Juli machen wir am Stephansplatz auf die B…,                              ü          ß              -              ❗️🐭🐁 👉🏽      .                                           …,0.0,0.0,neutral,0.0,1.0,0.0,0.0
229,Der Gebetsmarsch zog wie jede Woche von der Minoritenkirche zum Stephansplatz. Auf der Route protestierten einige F… https://t.co/ncu15rBWcg,                                                                             .                                     …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
230,"RT @antifa_w: ""Marsch für die Familie"" zum Teufel jagen!

Mehr Infos auch unter dem neuen Kanal @nofundis_wien

Samstag I 11.06 I 13.30 Uhr…"," ""        ü             ""                 !

                                       _    

            .       .      …",0.0,0.0,neutral,0.0,0.0,0.0,0.0
240,"RT @RadikaleLinkeAT: ""Marsch für die Familie"" zum Teufel jagen!

Mehr Infos auch unter dem neuen Kanal @nofundis_wien

Samstag I 11.06 I 13…"," ""        ü             ""                 !

                                       _    

            .       …",0.0,0.0,neutral,0.0,0.0,0.0,0.0
245,@felix_bohr U-Bahn-Station Wien Stephansplatz https://t.co/baAhm9l9P3, _      -    -                                :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
246,"RT @piratgizmo: Ad #Proud2bPride22+FürLeiwandGegen(M)Arsch vs. ""Marsch der Familie"" - Polizei will ""Behördenfehler"" zugeben - Demo am Steph…","    #              + ü             ( )        . ""                  "" -              ""   ö          ""         -              …",0.0,0.0,neutral,0.0,0.0,0.0,0.0
248,GESUCHT werden 100 Personen für eine große Tierversuchs-Aktion in Wien❗️🐭🐁 👉🏽 Am 30. Juli machen wir am Stephanspla… https://t.co/TyopvkAJsx,                             ü          ß              -              ❗️🐭🐁 👉🏽      .                               …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
253,"Ad #Proud2bPride22+FürLeiwandGegen(M)Arsch vs. ""Marsch der Familie"" - Polizei will ""Behördenfehler"" zugeben - Demo… https://t.co/5ghEOapVCA","   #              + ü             ( )        . ""                  "" -              ""   ö          ""         -     …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
255,"RT @antifa_w: Gemeinsam mit vielen anderen Gruppen, Organisationen und Personen werden wir das nicht unwidersprochen lassen! Kommt deshalb…","                                     ,                                                                        !              …",0.0,0.0,neutral,0.0,0.0,0.0,0.0
263,"Gemeinsam mit vielen anderen Gruppen, Organisationen und Personen werden wir das nicht unwidersprochen lassen! Komm… https://t.co/5XZmo7gXHV","                                    ,                                                                        !     …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
264,"""Marsch für die Familie"" zum Teufel jagen!

Mehr Infos auch unter dem neuen Kanal @nofundis_wien

Samstag I 11.06 I… https://t.co/lm934XUzUN","""        ü             ""                 !

                                       _    

            .    …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
265,"Gemeinsam mit vielen anderen Gruppen, Organisationen und Personen werden wir das nicht unwidersprochen lassen! Komm… https://t.co/KcEwUWYsqN","                                    ,                                                                        !     …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
266,"""Marsch für die Familie"" zum Teufel jagen!

Mehr Infos auch unter dem neuen Kanal @nofundis_wien

Samstag I 11.06 I… https://t.co/9B60B4CeeO","""        ü             ""                 !

                                       _    

            .    …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
268,"@AnaHerrmann3 Super! Danke dir ❤️
Hier Stephansplatz ⬇️⬇️⬇️
#WienGo
#wienzufussphotoblog
@meinWien https://t.co/DDWihu24uV","        !           ❤️
                   ⬇️⬇️⬇️
#      
#                   
       :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
269,@wienerlinien zu eurer Info: in der U3-Station Stephansplatz Richtung Simmering tröpfelt es ziemlich….,               :          -                                           ö                 ….,0.0,0.0,neutral,0.0,1.0,0.0,0.0
280,@LandauDaniel @U6_Wiener_Ubahn @U2_Wiener_Ubahn @U3_Wiener_Ubahn @U4_Wiener_Ubahn @U5_Wiener_Ubahn @Tom_Harb U1 gab… https://t.co/n3LdZgxmcw,    _      _        _      _        _      _        _      _        _      _       _           …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
286,"🏳️‍🌈 ALERTA QUEER FEMINISTA! 🏳️‍🌈

🔥""Marsch für die Familie"" die Hölle heiß machen!🔥

📢 Samstag, 11. Juni 2022 
Tre… https://t.co/v3Kp8Ttf37","🏳️‍🌈                       ! 🏳️‍🌈

🔥""        ü             ""      ö       ß       !🔥

📢        ,   .           
   …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
