,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
136,"Der Holzpavillon, der jetzt noch auf Augsburgs Rathausplatz steht, soll verkauft werden. Über den Preis wollen die… https://t.co/KnGXWuxtuq","                ,                                                ,                     . ü                        …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
137,HH Rathausplatz https://t.co/P2NuPOPcQF,                     :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
138,"@Dajanooo Naja, halt nur hörn ne. Rathausplatz oder kiellinie war ich nicht.","      ,           ö     .                                          .",0.0,0.0,neutral,0.0,0.0,0.0,0.0
139,"Auf der Speisekarte stehen beispielsweise Pulled Pork, Garnelenspieße, Trüffelkäse und Flammkuchen. Aber auch Exote… https://t.co/MWC1vCMm7h","                                                     ,             ß ,   ü     ä                  .                …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
140,@matteohagrid @weedyyyy0 Das ist am Rathausplatz,                           ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
141,"RT @gb_he: Der 258. Kunde ist mit der Volksbank Darmstadt - Südhessen eG, Rathausplatz, Messel zufrieden! https://t.co/djyO6x6yZ0","        .                                       -  ü          ,             ,                 !      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
142,"Der 258. Kunde ist mit der Volksbank Darmstadt - Südhessen eG, Rathausplatz, Messel zufrieden! https://t.co/djyO6x6yZ0","       .                                       -  ü          ,             ,                 !      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
143,"@R_Phelange76 Ja, es könnte mehr sEin. Empfehle aber Mamabo (Rathausplatz) und Mamiladen (Italiener Straße)"," _             ,     ö              .                      (            )               (              ß )",0.0,0.0,neutral,0.0,0.0,0.0,0.0
144,"Wackernheim: Busse 56, 91 - Haltestelle ""Rathausplatz"" entfällt https://t.co/4TpouyPCUX","           :         ,    -             ""            ""     ä         :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
145,"Neu in Augsburg: Sportbekleidung am Rathausplatz 
In den vergangenen Wochen hat sich in der Augsburger Annastraße s… https://t.co/WrjLboXPOG","               :                                 
                                                             ß   …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
146,"Wo Menschen zusammen kommen, leben und lachen, entsteht sozialer Lärm, wichtig für die psychische Gesundheit der Me… https://t.co/J6Uml4Joui","                           ,                 ,                    ä  ,          ü                                  …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
147,"...und dekorierten Fahrrädern vom Rathausplatz gegen die Fahrtrichtung um den Ring.
Musikalisch begleitet uns dabei… https://t.co/B6FPC3A3tx","...                     ä                                                         .
                               …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
148,"Das Fugger-Jubiläumsfest endet am Sonntag, danach wird der Pavillon auf dem Augsburger Rathausplatz abgebaut. Wie e… https://t.co/Nzu4uOBgv0","          -     ä                        ,                                                                  .      …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
149,Fugger suchen Abnehmer für den Holzpavillon auf dem Rathausplatz (via @AZ_Augsburg) https://t.co/xXyKKDFmdE gebühre… https://t.co/EbSnLvDu8z,                        ü                                        (     _        )      :// .  /              ü   …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
150,RT @hartig_philipp: @mychalewicz @JuraczkaM Wahrscheinlich total spontan. Von keinem Kern organisiert. Die 100.000 am Rathausplatz hätten i…,                                 .                            .        .                     ä      …,0.0,0.0,neutral,0.0,0.0,0.0,0.0
151,@mychalewicz @JuraczkaM Wahrscheinlich total spontan. Von keinem Kern organisiert. Die 100.000 am Rathausplatz hätt… https://t.co/mSrldWKWwT,                                .                            .        .                     ä  …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
152,"@Taugenichts8 @nikale100 @scra_laurin1929 Komm du einmal in meine Nähe 😂
Rathausplatz ist schon nett im Sommer.","         _                                    ä   😂
                                     .",0.0,0.0,neutral,0.0,0.0,0.0,0.0
153,Musik made in #Dossenheim. Die Band Kaselowsky ist in diesem Jahr bei der Fête de la musique erneut dabei.… https://t.co/7LAgzlYIHU,              #          .                                                 ê                             .…      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
154,Nachts kommt es auf dem #Lörrach​er Rathausplatz zu einem Streit zwischen zwei Männern. Schwerstverletzt fährt dann… https://t.co/q5Zx7DnSXm,                        # ö     ​                                               ä     .                   ä        …      :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
155,"#Witten 
#Warnstreik
#Stahltarifrunde
#IGM
Rund 500 Edelstahlkocher von #DEW für 5 Stunden raus aus dem Werk und au… https://t.co/HhF5Iu4dLa","#       
#          
#               
#   
                             #     ü                                    …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
156,"Eigentümerversammlung 2230 Gänserndorf, Bockflie´ßer Weg 19 am Mittwoch, dem 29. Juni 2022 um 18.00 Uhr in der Pizz… https://t.co/er57PHMwED","      ü                     ä         ,         ´ß                     ,       .                .                  …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
157,"Eigentümerversammlung 2230 Gänserndorf, Wiener Straße 88A am Mittwoch dem 22. Juni 2022 um 18.00 Uhr in der Pizzeri… https://t.co/C5VUCMpu9p","      ü                     ä         ,            ß                        .                .                     …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
158,Ich steh grad allein auf dem Rathausplatz x.x https://t.co/ANzdmYsqum,                                           .       :// .  /          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
159,"Freiwillige #Feuerwehr Klosterneuburg: Müllbehälterbrand am Rathausplatz
Bericht und Fotos: https://t.co/nm2DkZVqKu… https://t.co/JNrxFYo7GE","            #                        :  ü     ä                         
                 :      :// .  /          …      :// .  /          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
160,"RT @dossenheim: „Who Cares"" kommen aus Nußloch und spielen Rock &amp; Pop-Musik von den 70ern bis heute. Ein paar eigene Songs haben sie auch d…"," „         ""              ß                      &   ;    -                             .                                       …",0.0,0.0,neutral,0.0,0.0,0.0,0.0
